Tipo de Incidencia;Prioridad;Campo personalizado (Prioridad SD);Clave de incidencia;ID de la incidencia;Resumen;Campo personalizado (Tipo de atención SD);Informador;Creada;Campo personalizado (Aplicativo);Campo personalizado (Área);Estado;Responsable;Actualizada;Campo personalizado (Clasificación);Campo personalizado (Atendido por);Campo personalizado (Especialista);Resolución;Campo personalizado (Tipo de Cliente);Resuelta;Campo personalizado (Producto SD);Campo personalizado (Fecha Cerrado);Campo personalizado (Fecha de Aprobación a Cliente)
Incidente;Baja;999;SD-75739;272673;VIDA LEY_ INDICAR FECHA DE FIN DEL CIP ;DESCONOCIMIENTO DE USUARIO;csotelo;6/11/2025 10:38;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;csotelo;10/11/2025 02:00;Solicitud;Service Desk 3;soportedigital;Terminado;;10/11/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-79184;289295;POR FAVOR GENERAR EXCLUSION;DESCONOCIMIENTO DE USUARIO;ccortez;21/01/2026 12:00;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;22/01/2026 16:20;Solicitud;Service Desk 3;soportedigital;Terminado;;22/01/2026 16:20;Vida Ley;;
Incidente;Baja;999;SD-78455;286298;tramite 82556;DESCONOCIMIENTO DE USUARIO;ccortez;5/01/2026 19:56;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;12/01/2026 12:35;Solicitud;Service Desk 2;soportedigital;Terminado;;12/01/2026 12:35;Vida Ley;;
Incidente;Baja;999;SD-78288;285796;CIERRE NO TERMINA DE CARGAR REASEGUROS VL ;DESCONOCIMIENTO DE USUARIO;ccortez;2/01/2026 11:22;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;6/01/2026 10:14;Solicitud;Service Desk 3;soportedigital;Terminado;;6/01/2026 10:14;Vida Ley;;
Incidente;Baja;999;SD-78040;284730;GENERAR EXCLUSION ;DESCONOCIMIENTO DE USUARIO;ccortez;26/12/2025 10:27;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;13/01/2026 15:48;Solicitud;Service Desk 2;soportedigital;Terminado;;8/01/2026 18:13;Vida Ley;;
Incidente;Baja;1;SD-77350;281310;CLONE - pf su apoyo documentos 3159;DESCONOCIMIENTO DE USUARIO;ccortez;10/12/2025 10:48;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;23/12/2025 00:30;Solicitud;Squad - Mesa Eficiencia Operativa;soportedigital;Terminado;;23/12/2025 00:30;Vida Ley;;
Incidente;Baja;999;SD-77123;279966;TRAMITE 81779;DESCONOCIMIENTO DE USUARIO;ccortez;2/12/2025 16:56;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;3/12/2025 15:58;Solicitud;Service Desk 2;soportedigital;Terminado;;3/12/2025 15:58;Vida Ley;;
Incidente;Baja;999;SD-76438;276316;pf corregir documento ;DESCONOCIMIENTO DE USUARIO;ccortez;19/11/2025 12:25;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;21/11/2025 16:53;Solicitud;Service Desk 1;soportedigital;Terminado;;21/11/2025 16:53;Vida Ley;;
Incidente;Baja;1;SD-76410;276210;pf su apoyo documentos 3159;DESCONOCIMIENTO DE USUARIO;ccortez;19/11/2025 09:35;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;10/12/2025 10:48;Solicitud;Squad - Mesa Eficiencia Operativa;soportedigital;Terminado;;30/11/2025 00:30;Vida Ley;;
Incidente;Baja;999;SD-76211;275093;URGENTE ENDOSO VL REMUNERACION ;DESCONOCIMIENTO DE USUARIO;ccortez;14/11/2025 12:48;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;25/11/2025 17:31;Solicitud;Squad - Mesa Eficiencia Operativa;soportedigital;Terminado;;24/11/2025 12:53;Vida Ley;;
Incidente;Baja;8;SD-75836;273104;tramite 80875;DESCONOCIMIENTO DE USUARIO;ccortez;7/11/2025 12:49;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;12/11/2025 16:20;Solicitud;Squad - Mesa Eficiencia Operativa;soportedigital;Terminado;;12/11/2025 16:20;Vida Ley;;
Incidente;Baja;999;SD-74608;267206;Revision tramite 79572;DESCONOCIMIENTO DE USUARIO;ccortez;15/10/2025 17:12;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;27/01/2026 18:16;Solicitud;Service Desk 2;soportedigital;Terminado;;20/10/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-75570;271852;(CIERRE) Revisión de Interfaz Vida ley;DESCONOCIMIENTO DE USUARIO;cromero;3/11/2025 17:45;Plataforma Digital -> PD - Vida Ley;Cobranzas;Cerrado;cromero;7/11/2025 10:02;Solicitud;Service Desk 2;soportedigital;Terminado;;7/11/2025 10:02;Vida Ley;;
Incidente;Baja;999;SD-78151;285216;VL//Error de PD al cargar trama;DESCONOCIMIENTO DE USUARIO;bvillaizan;29/12/2025 18:07;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;bvillaizan;30/12/2025 11:15;Solicitud;Service Desk 2;soportedigital;Terminado;;30/12/2025 11:15;Vida Ley;;
Incidente;Baja;999;SD-74432;266324;No permite incluir Vida Ley en PD / A & R GROUP CORREDORES DE SEGUROS S,A.C. ;DESCONOCIMIENTO DE USUARIO;aricalde;13/10/2025 10:43;Plataforma Digital -> PD - Vida Ley;Soluciones de Clientes;Cerrado;aricalde;17/10/2025 15:56;Solicitud;Service Desk 2;soportedigital;Terminado;;17/10/2025 15:56;Vida Ley;;
Incidente;Baja;999;SD-76506;276688;NO SE VISUALIZAN DOCUMENTOS DE ENDOSO POR REMUNERACIÓN. POLIZA 6000024884 - AL STUDIO E.I.R.L. 20602928749;DESCONOCIMIENTO DE USUARIO;acuevaz;20/11/2025 12:15;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;acuevaz;24/11/2025 02:00;Solicitud;Service Desk 2;soportedigital;Terminado;;24/11/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-78973;288391;VidaLey_Error al revertir;DUPLICIDAD DE DATOS;ssanchez;15/01/2026 18:03;Plataforma Digital -> PD - Vida Ley;;Cerrado;ssanchez;19/01/2026 11:20;Incidencia (error);Service Desk 3;soportedigital;Terminado;;19/01/2026 11:20;Vida Ley;;
Incidente;Baja;1;SD-75212;270154;Reporte Sucave VL, contratantes y expuestos Septiembre 2025;DUPLICIDAD DE DATOS;mzevallos;28/10/2025 12:47;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;mzevallos;30/10/2025 17:51;Solicitud;Service Desk 4;soportedigital;Terminado;;30/10/2025 17:51;Vida Ley;;
Incidente;Baja;999;SD-77891;284049;CORRECCION ENDOSO VL;ENDOSO Y REFACTURACIÓN;ccortez;22/12/2025 11:34;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;23/12/2025 17:56;Solicitud;Service Desk 2;soportedigital;Terminado;;23/12/2025 17:56;Vida Ley;;
Incidente;Baja;999;SD-75260;270449;ENDOSO DE REMUNERACION 6000024241;ENDOSO Y REFACTURACIÓN;ccortez;29/10/2025 10:29;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;3/11/2025 02:00;Solicitud;Service Desk 2;soportedigital;Terminado;;3/11/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-77863;283838;SCTR_ERROR AL EMITIR POLIZA;ERROR AL EMITIR PÓLIZA;ssanchez;19/12/2025 15:29;Plataforma Digital -> PD - Vida Ley;;Cerrado;ssanchez;26/12/2025 09:46;Incidencia (error);Service Desk 2;soportedigital;Terminado;;26/12/2025 09:46;SCTR;;
Incidente;Baja;999;SD-76737;277871;Vida Ley_Error al emitir poliza;ERROR AL EMITIR PÓLIZA;ssanchez;25/11/2025 12:51;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;ssanchez;5/12/2025 15:04;Incidencia (error);Service Desk 2;soportedigital;Terminado;;5/12/2025 15:04;Vida Ley;;
Incidente;Baja;999;SD-77545;282512;VL - NO SE PUEDE EMITIR POR QUE SALE AGENCIADO A OTRO BK;ERROR AL EMITIR PÓLIZA;mcalloapaza;15/12/2025 16:57;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;mcalloapaza;18/12/2025 10:58;Incidencia (error);Service Desk 2;soportedigital;Terminado;;18/12/2025 10:58;Vida Ley;;
Incidente;Baja;999;SD-77102;279872;VL - NO SALEN LOS DOCUMENTOS POR EMISIÓN;ERROR AL EMITIR PÓLIZA;mcalloapaza;2/12/2025 14:27;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;mcalloapaza;3/12/2025 12:24;Incidencia (error);Service Desk 4;soportedigital;Terminado;;3/12/2025 12:24;Vida Ley;;
Incidente;Baja;1;SD-76156;274753;No permite emitir póliza de ;ERROR AL EMITIR PÓLIZA;mrobles;13/11/2025 14:01;Plataforma Digital -> PD - Vida Ley;Soluciones de Clientes;Cerrado;mrobles;24/11/2025 00:30;Incidencia (error);Squad - Mesa Eficiencia Operativa;soportedigital;Terminado;;24/11/2025 00:30;Vida Ley;;
Incidente;Baja;999;SD-79839;291911;VL - NO SE EMITE LA POLIZA COTI n°160549  - GRUPO MADECORP PERU S.A.C.;ERROR AL EMITIR PÓLIZA;mtocto;3/02/2026 16:22;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;mtocto;16/02/2026 17:57;Incidencia (error);Service Desk 7;soportedigital;Terminado;Privado;8/02/2026 02:00;Vida Ley;;
Incidente;Baja;999;SD-80187;293436;ERROR AL EMITIR POLIZA A PESAR DE ESTAR APROBADO POR TECNICA / INMOBILIARIA DARMAS S.A.C.;ERROR AL EMITIR PÓLIZA;lchavez;10/02/2026 23:19;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;lchavez;13/02/2026 15:56;Incidencia (error);Squad - Mesa Vida Ley;soportedigital;Terminado;Privado;13/02/2026 15:56;Vida Ley;;
Incidente;Baja;999;SD-75265;270471;VL_No se genera póliza;ERROR AL EMITIR PÓLIZA;ktoeback;29/10/2025 11:00;Plataforma Digital -> PD - Vida Ley;;Cerrado;ktoeback;3/11/2025 02:00;Incidencia (error);Service Desk 3;soportedigital;Terminado;;3/11/2025 02:00;;;
Incidente;Baja;999;SD-76084;274356;No se emitió la cotización VL;ERROR AL EMITIR PÓLIZA;jhinostroza;12/11/2025 12:33;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;jhinostroza;12/11/2025 16:20;Incidencia (error);Service Desk 2;soportedigital;Terminado;;12/11/2025 16:20;Vida Ley;;
Incidente;Baja;999;SD-75402;271180;no puedo cotizar vl;ERROR AL EMITIR PÓLIZA;jhinostroza;31/10/2025 10:36;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;jhinostroza;31/10/2025 17:04;Incidencia (error);Service Desk 3;soportedigital;Terminado;;31/10/2025 17:04;Vida Ley;;
Incidente;Baja;7;SD-79024;288606;MUY URGENTE - PD NO GENERA PÓLIZA;ERROR AL EMITIR PÓLIZA;jlandauro;16/01/2026 15:24;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;jlandauro;20/01/2026 14:22;Incidencia (error);Service Desk 6;soportedigital;Terminado;Privado;20/01/2026 14:22;Vida Ley;;
Incidente;Baja;999;SD-75349;270896;NO SE GENERO POLIZA ;ERROR AL EMITIR PÓLIZA;emuro;30/10/2025 12:14;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;emuro;3/11/2025 02:00;Incidencia (error);Service Desk 2;soportedigital;Terminado;;3/11/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-78678;287179;TRAMITE 82820;ERROR AL EMITIR PÓLIZA;ccortez;9/01/2026 10:12;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;16/01/2026 11:12;Incidencia (error);Squad - Mesa Vida Ley;soportedigital;Terminado;;15/01/2026 11:22;Vida Ley;;
Incidente;Baja;999;SD-75928;273671;tramite 81016 ESTADO URGENTE;ERROR AL EMITIR PÓLIZA;ccortez;10/11/2025 16:25;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;18/11/2025 10:50;Incidencia (error);Squad - Mesa Eficiencia Operativa;soportedigital;Terminado;;18/11/2025 10:50;Vida Ley;;
Incidente;Baja;999;SD-80582;295222;VL- NO SALE DOCUMENTOS / COTI 166127- COORPORACION INAYA LTDA S.A.C.;ERROR AL EMITIR PÓLIZA - POR BROKER NO CONFIGURADO;mtocto;20/02/2026 10:23;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Espera aprobación de cliente;mtocto;20/02/2026 12:31;Incidencia (error);Service Desk 6;soportedigital;;Privado;;Vida Ley;;
Incidente;Baja;999;SD-79316;289861;No se generan los documentos de la cotización 158119;ERROR AL EMITIR PÓLIZA - POR BROKER NO CONFIGURADO;ydioses;23/01/2026 13:55;Plataforma Digital -> PD - Vida Ley;;Cerrado;ydioses;26/01/2026 15:15;Incidencia (error);Service Desk 3;soportedigital;Terminado;;26/01/2026 14:58;Vida Ley;;
Incidente;Baja;999;SD-79174;289261;No se generan documentos de la cotización 157391;ERROR AL EMITIR PÓLIZA - POR BROKER NO CONFIGURADO;ydioses;21/01/2026 10:56;Plataforma Digital -> PD - Vida Ley;;Cerrado;ydioses;21/01/2026 16:57;Incidencia (error);Service Desk 2;soportedigital;Terminado;;21/01/2026 16:57;Vida Ley;;
Incidente;Baja;999;SD-79129;289107;NO se generan las pólizas de un grupo en empresas;ERROR AL EMITIR PÓLIZA - POR BROKER NO CONFIGURADO;ydioses;20/01/2026 16:07;Plataforma Digital -> PD - Vida Ley;;Cerrado;ydioses;21/01/2026 10:51;Incidencia (error);Service Desk 2;soportedigital;Terminado;;21/01/2026 10:51;Vida Ley;;
Incidente;Baja;999;SD-78976;288400;muy urgente - no salen docuemntos - 6000005212 ;ERROR AL EMITIR PÓLIZA - POR BROKER NO CONFIGURADO;msialer;15/01/2026 18:22;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;msialer;21/01/2026 10:25;Incidencia (error);Service Desk 6;soportedigital;Terminado;Privado;19/01/2026 16:21;Vida Ley;;
Incidente;Baja;999;SD-78534;286599;VL- NO SE GENERARON DOCUMENTOS / JHS & MD INGENIEROS S.A.C. - COTI 153891;ERROR AL EMITIR PÓLIZA - POR BROKER NO CONFIGURADO;mtocto;7/01/2026 09:28;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;mtocto;12/01/2026 17:03;Incidencia (error);Service Desk 6;soportedigital;Terminado;Privado;11/01/2026 02:00;Vida Ley;;
Incidente;Baja;999;SD-79485;290532;No se genera poliza VL;ERROR AL EMITIR PÓLIZA - POR BROKER NO CONFIGURADO;jhinostroza;28/01/2026 08:49;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;jhinostroza;30/01/2026 12:40;Incidencia (error);Service Desk 7;soportedigital;Terminado;;30/01/2026 12:40;Vida Ley;;
Incidente;Baja;999;SD-78786;287590;No se emito poliza vl;ERROR AL EMITIR PÓLIZA - POR BROKER NO CONFIGURADO;jhinostroza;12/01/2026 15:01;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;jhinostroza;14/01/2026 14:10;Incidencia (error);Service Desk 6;soportedigital;Terminado;;14/01/2026 14:10;Vida Ley;;
Incidente;Baja;999;SD-78352;285960;No generó póliza VL;ERROR AL EMITIR PÓLIZA - POR BROKER NO CONFIGURADO;jhinostroza;5/01/2026 08:16;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;jhinostroza;12/01/2026 17:03;Incidencia (error);Service Desk 3;soportedigital;Terminado;;6/01/2026 09:30;Vida Ley;;
Incidente;Baja;999;SD-75085;269327;NO SE VISUALIZA LA COTIZACIÓN EN LA PD -  GENERADA COTI 136256,  PERO NO ARROJA EL SLIP PARA CLIENTE;ERROR DE CONECTIVIDAD SERVIDOR;zsanchez;24/10/2025 11:49;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;zsanchez;29/10/2025 10:44;Incidencia (error);Service Desk 2;soportedigital;Terminado;;28/10/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-77199;280422;No migra pago de la cotización 147736, pese a que el cliente pagó;ERROR DE CONECTIVIDAD SERVIDOR;ydioses;4/12/2025 07:19;Plataforma Digital -> PD - Vida Ley;;Cerrado;ydioses;8/12/2025 02:00;Incidencia (error);Service Desk 4;soportedigital;Terminado;;8/12/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-75082;269324;CORREDOR MORADO SA // 20612010081;ERROR DE CONECTIVIDAD SERVIDOR;telemarketing;24/10/2025 11:46;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;telemarketing;30/10/2025 00:30;Incidencia (error);Service Desk 2;soportedigital;Terminado;Privado;30/10/2025 00:30;Vida Ley;;
Incidente;Baja;999;SD-77206;280448;Vida Ley_No aparecen documentos;ERROR DE CONECTIVIDAD SERVIDOR;ssanchez;4/12/2025 09:40;Plataforma Digital -> PD - Vida Ley;;Cerrado;ssanchez;8/12/2025 02:00;Incidencia (error);Service Desk 4;soportedigital;Terminado;;8/12/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-74700;267605;No permite generar cotizaicón de vida ley;ERROR DE CONECTIVIDAD SERVIDOR;nhermosa;17/10/2025 10:35;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;nhermosa;29/10/2025 12:18;Incidencia (error);Squad - Mesa Eficiencia Operativa;soportedigital;Terminado;Privado;20/10/2025 12:15;Vida Ley;;
Incidente;Baja;999;SD-75233;270261;CLONE - NOA PARECE LOS DOCUMENTOS DE INCLUSION // 6000031976 // RUC 20555943840 - PERUANA DE ENERGIA E HIDROCARBUROS S.A.C.;ERROR DE CONECTIVIDAD SERVIDOR;msotelo;28/10/2025 15:56;Plataforma Digital -> PD - Vida Ley;;Cerrado;msotelo;29/10/2025 15:55;Incidencia (error);Service Desk 2;soportedigital;Terminado;;29/10/2025 15:55;Vida Ley;;
Incidente;Baja;999;SD-75218;270190;NO APARACE DOCUMENTOS DE RNEOVACION POLIZA RUC 20553796378 - LIVE STEEL S.A.C;ERROR DE CONECTIVIDAD SERVIDOR;msotelo;28/10/2025 14:20;Plataforma Digital -> PD - Vida Ley;;Cerrado;msotelo;28/10/2025 18:25;Incidencia (error);Service Desk 3;soportedigital;Terminado;;28/10/2025 18:25;Vida Ley;;
Incidente;Baja;999;SD-77224;280564;MUY URGENTE .  6000016768  NO SALEN DOCUMENTOS;ERROR DE CONECTIVIDAD SERVIDOR;msialer;4/12/2025 12:08;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;msialer;5/12/2025 10:52;Incidencia (error);Service Desk 2;soportedigital;Terminado;Privado;5/12/2025 10:52;Vida Ley;;
Incidente;Baja;999;SD-75074;269301;MUY URGENTE - PAGA Y NO GENERA DOCUEMNTOS -  6000031411;ERROR DE CONECTIVIDAD SERVIDOR;msialer;24/10/2025 11:13;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;msialer;29/10/2025 10:53;Incidencia (error);Service Desk 2;soportedigital;Terminado;Privado;27/10/2025 14:04;Vida Ley;;
Incidente;Baja;999;SD-77203;280441;VL - NO FIGURA LA POLIZA;ERROR DE CONECTIVIDAD SERVIDOR;mcalloapaza;4/12/2025 09:18;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;mcalloapaza;9/12/2025 02:01;Incidencia (error);Service Desk 4;soportedigital;Terminado;;9/12/2025 02:01;Vida Ley;;
Incidente;Baja;999;SD-77196;280400;VL - NO SE VISUALIZA EL MOVIMIENTO;ERROR DE CONECTIVIDAD SERVIDOR;mcalloapaza;3/12/2025 22:10;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;mcalloapaza;11/12/2025 12:17;Incidencia (error);Service Desk 5;soportedigital;Terminado;;5/12/2025 15:04;Vida Ley;;
Incidente;Baja;999;SD-77211;280475;VL- NO SE GENERAN DOCUMENTOS COTI 37883- BLUEORCHARD AMERICA LATINA S.A.C.;ERROR DE CONECTIVIDAD SERVIDOR;mtocto;4/12/2025 10:13;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;mtocto;17/12/2025 13:13;Incidencia (error);Squad - Mesa Eficiencia Operativa;soportedigital;Terminado;Privado;9/12/2025 02:01;Vida Ley;;
Incidente;Baja;999;SD-76166;274833;VL COTI 80897 / LA COTIZACION FUE Aprobada pero no regresa a la bandeja ;ERROR DE CONECTIVIDAD SERVIDOR;mtocto;13/11/2025 16:22;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;mtocto;17/11/2025 17:44;Incidencia (error);Squad - Mesa Eficiencia Operativa;soportedigital;Terminado;Privado;17/11/2025 17:44;Vida Ley;;
Incidente;Baja;999;SD-75072;269293;NO SE VISUALIZA PAGO SLIP DE COTIZACIÓN  - VIDA LEY ;ERROR DE CONECTIVIDAD SERVIDOR;mpalacios;24/10/2025 11:04;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;mpalacios;29/10/2025 10:49;Incidencia (error);Service Desk 2;soportedigital;Terminado;Privado;29/10/2025 10:49;Vida Ley;;
Incidente;Baja;999;SD-75071;269291;NO SE VISUALIZA DOCUMENTO DE POLIZA - VIDA LEY ;ERROR DE CONECTIVIDAD SERVIDOR;mpalacios;24/10/2025 11:00;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;mpalacios;30/10/2025 00:30;Incidencia (error);Service Desk 2;soportedigital;Terminado;Privado;30/10/2025 00:30;Vida Ley;;
Incidente;Baja;999;SD-75239;270278;No se visualiza emision VL  CONECTICA PERU S.A.C. / 20606875348 ;ERROR DE CONECTIVIDAD SERVIDOR;lalcalde;28/10/2025 16:19;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;lalcalde;31/10/2025 17:06;Incidencia (error);Service Desk 2;soportedigital;Terminado;Privado;31/10/2025 17:06;Vida Ley;;
Incidente;Baja;999;SD-79325;289885;ERROR AL REALIZAR INCLUSION USUARIO PRIVILEGIO / INMOBILIARIA DARAMO S.A.C.;ERROR DE CONECTIVIDAD SERVIDOR;lchavez;23/01/2026 14:55;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;lchavez;27/01/2026 11:02;Solicitud;Service Desk 4;soportedigital;Terminado;;27/01/2026 02:00;Vida Ley;;
Incidente;Baja;999;SD-78737;287414;"NO PROCESA LA INCLUSIÒN / 	INVERSIONES JESAF E.I.R.L.";ERROR DE CONECTIVIDAD SERVIDOR;lchavez;10/01/2026 12:42;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;lchavez;19/01/2026 14:38;Solicitud;Service Desk 3;soportedigital;Terminado;;18/01/2026 00:30;Vida Ley;;
Incidente;Baja;999;SD-77008;279351;VL_Renovación no genera documentos;ERROR DE CONECTIVIDAD SERVIDOR;ktoeback;1/12/2025 10:30;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;ktoeback;17/12/2025 13:13;Incidencia (error);Service Desk 2;soportedigital;Terminado;;2/12/2025 10:22;Vida Ley;;
Incidente;Baja;999;SD-78741;287441;No figura inclusion VL;ERROR DE CONECTIVIDAD SERVIDOR;jhinostroza;12/01/2026 08:43;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;jhinostroza;23/01/2026 15:42;Solicitud;Service Desk 6;soportedigital;Terminado;;12/01/2026 16:33;Vida Ley;;
Incidente;Baja;999;SD-77762;283453;no permite ver slip cotizacion vl;ERROR DE CONECTIVIDAD SERVIDOR;jhinostroza;18/12/2025 11:52;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;jhinostroza;23/12/2025 17:23;Incidencia (error);Service Desk 3;soportedigital;Terminado;;18/12/2025 14:33;Vida Ley;;
Incidente;Baja;999;SD-77307;280970;No se visualiza la constancia de asegurados en renovación VL;ERROR DE CONECTIVIDAD SERVIDOR;jhinostroza;5/12/2025 13:10;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;jhinostroza;9/12/2025 02:00;Incidencia (error);Service Desk 3;soportedigital;Terminado;;9/12/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-79323;289882;ERROR AL INCLUIR - PÓLIZA: 6000018624;ERROR DE CONECTIVIDAD SERVIDOR;jleandro;23/01/2026 14:51;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;jleandro;27/01/2026 11:06;Solicitud;Service Desk 4;soportedigital;Terminado;;27/01/2026 11:06;Vida Ley;;
Incidente;Baja;999;SD-77209;280455;"VIDA LEY_ NO APARECE DOCUMENTACION ASE SYSTEM S.A.C.	";ERROR DE CONECTIVIDAD SERVIDOR;csotelo;4/12/2025 09:52;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;csotelo;17/12/2025 13:13;Incidencia (error);Squad - Mesa Eficiencia Operativa;soportedigital;Terminado;;8/12/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-74987;268820;VIDA LEY_ NO PERMITE COTIZAR  LOGICORPERU S.A.C;ERROR DE CONECTIVIDAD SERVIDOR;csotelo;22/10/2025 15:41;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;csotelo;5/11/2025 10:27;Incidencia (error);Service Desk - Gestión;soportedigital;Terminado;;28/10/2025 12:12;Vida Ley;;
Incidente;Baja;999;SD-80228;293573;TRAMITE 84083;ERROR DE CONECTIVIDAD SERVIDOR;ccortez;11/02/2026 15:01;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;13/02/2026 10:07;Incidencia (error);Squad - Mesa Vida Ley;soportedigital;Terminado;;13/02/2026 10:07;Vida Ley;;
Incidente;Baja;999;SD-77042;279470;FACTURAS NO FIGURAN EN SUNAT;ERROR DE CONECTIVIDAD SERVIDOR;ccortez;1/12/2025 14:59;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;18/12/2025 11:07;Incidencia (error);Service Desk 2;soportedigital;Terminado;;8/12/2025 02:00;Vida Ley;;
Incidente;Baja;1;SD-74593;267142;CONFIGURAR PERFIL JUANC PARA COTIZAR EN KUNTUR VIDA LEY;ERROR DE COTIZACIÓN;jcueva;15/10/2025 15:10;Cotizador -> Vida Ley;Técnica;Abierto;soporteapp;22/10/2025 16:18;Incidencia (error);;soporteapp;;;;Otros;;
Incidente;Baja;999;SD-77685;283097;No se genera slip de la coti AP 150284;ERROR DE COTIZACIÓN;ydioses;17/12/2025 11:27;Plataforma Digital -> PD - Vida Ley;;Cerrado;ydioses;19/12/2025 16:32;Incidencia (error);Service Desk 2;soportedigital;Terminado;;19/12/2025 16:32;Accidentes Personales;;
Incidente;Baja;999;SD-76092;274398;ERROR AGENCIAMIENTO;ERROR DE COTIZACIÓN;ccortez;12/11/2025 14:39;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;soportedigital;18/11/2025 17:29;Incidencia (error);Service Desk 2;soportedigital;Terminado;;18/11/2025 17:29;Vida Ley;;
Incidente;Baja;999;SD-78394;286092;no permite cotizar sin tope de ley;ERROR DE COTIZACIÓN;nhermosa;5/01/2026 12:18;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;nhermosa;20/01/2026 10:46;Incidencia (error);Squad - Mesa Vida Ley;soportedigital;Terminado;Privado;9/01/2026 17:46;Vida Ley;;
